,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
0,100,2,2,25,1.9874319066927694e-07,0,LR
1,110,2,2,25,6.962640760641107e-08,0,LR
2,120,2,2,25,2.111342279054287e-07,0,LR
3,130,2,2,25,1.72932953585958e-07,0,LR
4,140,2,2,25,2.0395329087566355e-07,0,LR
5,150,2,2,25,2.4743805066541073e-07,0,LR
6,160,2,2,25,2.2037201458194462e-07,0,LR
7,170,2,2,25,1.5873778033413104e-07,0,LR
8,180,2,2,25,2.1732698434345732e-07,0,LR
9,190,2,2,25,1.7404886813388173e-07,0,LR
10,200,2,2,25,1.5257756555769723e-07,0,LR
11,210,2,2,25,1.501730447147802e-07,0,LR
12,220,2,2,25,1.806544390336252e-07,0,LR
13,230,2,2,25,1.6765207755113783e-07,0,LR
14,240,2,2,25,1.6182204421242663e-07,0,LR
15,250,2,2,25,1.6560135278008424e-07,0,LR
16,260,2,2,25,2.0035214296546311e-07,0,LR
17,270,2,2,25,1.7808180201437112e-07,0,LR
18,280,2,2,25,1.805562480959087e-07,0,LR
19,290,2,2,25,2.1862291035865157e-07,0,LR
20,300,2,2,25,1.7558422614125872e-07,0,LR
21,310,2,2,25,1.8724410144289609e-07,0,LR
22,320,2,2,25,2.0409312409836183e-07,0,LR
23,330,2,2,25,1.340970527989472e-07,0,LR
24,340,2,2,25,2.4410594395553605e-07,0,LR
25,350,2,2,25,1.7183446942033984e-07,0,LR
26,360,2,2,25,1.7017503330860538e-07,0,LR
27,370,2,2,25,1.249446438594441e-07,0,LR
28,380,2,2,25,2.078264530286474e-07,0,LR
29,390,2,2,25,2.0207604876158398e-07,0,LR
30,400,2,2,25,2.4215935271502495e-07,0,LR
31,410,2,2,25,2.0085522872416684e-07,0,LR
32,420,2,2,25,1.6392043846929572e-07,0,LR
33,430,2,2,25,1.6627547936922274e-07,0,LR
34,440,2,2,25,1.6796132145382477e-07,0,LR
35,450,2,2,25,1.2787811834341758e-07,0,LR
36,460,2,2,25,2.7004361585623907e-07,0,LR
37,470,2,2,25,1.9343084912332624e-07,0,LR
38,480,2,2,25,1.4759327505267378e-07,0,LR
39,490,2,2,25,1.33426766488371e-07,0,LR
40,500,2,2,25,1.2781828640934396e-07,0,LR
41,510,2,2,25,1.525228157507374e-07,0,LR
42,520,2,2,25,2.038520094579224e-07,0,LR
43,530,2,2,25,1.5444891488833307e-07,0,LR
44,540,2,2,25,1.7831998403349117e-07,0,LR
45,550,2,2,25,2.0990350565183953e-07,0,LR
46,560,2,2,25,1.6416278701464272e-07,0,LR
47,570,2,2,25,2.019829619239293e-07,0,LR
48,580,2,2,25,2.0730780028720826e-07,0,LR
49,590,2,2,25,2.6140656185265473e-07,0,LR
50,600,2,2,25,2.772885056744573e-07,0,LR
51,610,2,2,25,2.2379765798778786e-07,0,LR
52,620,2,2,25,1.479621623093926e-07,0,LR
53,630,2,2,25,2.1709148094947736e-07,0,LR
54,640,2,2,25,2.110033957083628e-07,0,LR
55,650,2,2,25,3.2669857623535404e-07,0,LR
56,660,2,2,25,1.8041264094638793e-07,0,LR
57,670,2,2,25,1.630070179583492e-07,0,LR
58,680,2,2,25,1.5565217424402926e-07,0,LR
59,690,2,2,25,2.0757339361509947e-07,0,LR
60,700,2,2,25,1.5042228898005413e-07,0,LR
61,710,2,2,25,9.569969860228403e-08,0,LR
62,720,2,2,25,1.8194831832825364e-07,0,LR
63,730,2,2,25,2.6417734761232137e-07,0,LR
64,740,2,2,25,1.2754580359244552e-07,0,LR
65,750,2,2,25,1.4990187054564472e-07,0,LR
66,760,2,2,25,2.631631109483588e-07,0,LR
67,770,2,2,25,1.5443665874316288e-07,0,LR
68,780,2,2,25,1.0333749381157339e-07,0,LR
69,790,2,2,25,1.6937774928117334e-07,0,LR
70,800,2,2,25,2.679728831000717e-07,0,LR
71,810,2,2,25,2.136679142052864e-07,0,LR
72,820,2,2,25,1.3907975051643047e-07,0,LR
73,830,2,2,25,1.6680194224745698e-07,0,LR
74,840,2,2,25,1.9705800617024066e-07,0,LR
75,850,2,2,25,1.3538284991587637e-07,0,LR
76,860,2,2,25,1.2714892497992777e-07,0,LR
77,870,2,2,25,1.45725069115099e-07,0,LR
78,880,2,2,25,1.2252673620668098e-07,0,LR
79,890,2,2,25,1.7994033847079925e-07,0,LR
80,900,2,2,25,2.50686785892524e-07,0,LR
81,910,2,2,25,1.819755887914691e-07,0,LR
82,920,2,2,25,2.6435838874021314e-07,0,LR
83,930,2,2,25,2.576954227441619e-07,0,LR
84,940,2,2,25,3.201607710991216e-07,0,LR
85,950,2,2,25,2.0394217240642055e-07,0,LR
86,960,2,2,25,2.046831998778602e-07,0,LR
87,970,2,2,25,1.2068808064556306e-07,0,LR
88,980,2,2,25,1.4872766078247288e-07,0,LR
89,990,2,2,25,2.0311433067956252e-07,0,LR
90,1000,2,2,25,2.396453604803318e-07,0,LR
0,100,2,2,25,7.070498618028228e-07,0,LR
1,110,2,2,25,7.221505285008732e-07,0,LR
2,120,2,2,25,4.7165992538451386e-07,0,LR
3,130,2,2,25,3.1500004722968957e-07,0,LR
4,140,2,2,25,3.3308468679483017e-07,0,LR
5,150,2,2,25,4.6439901813829654e-07,0,LR
6,160,2,2,25,3.6985554176861165e-07,0,LR
7,170,2,2,25,5.68531838422681e-07,0,LR
8,180,2,2,25,5.290219412362202e-07,0,LR
9,190,2,2,25,8.457568435400884e-07,0,LR
10,200,2,2,25,4.519265915362301e-07,0,LR
11,210,2,2,25,2.229184382969163e-07,0,LR
12,220,2,2,25,3.73970117374042e-07,0,LR
13,230,2,2,25,5.524402704083504e-07,0,LR
14,240,2,2,25,4.154170857113884e-07,0,LR
15,250,2,2,25,4.4388862470770473e-07,0,LR
16,260,2,2,25,3.9294047966544985e-07,0,LR
17,270,2,2,25,5.387514191901746e-07,0,LR
18,280,2,2,25,3.190039444537563e-07,0,LR
19,290,2,2,25,2.475980008144375e-07,0,LR
20,300,2,2,25,3.793163254501936e-07,0,LR
21,310,2,2,25,4.7295876352211215e-07,0,LR
22,320,2,2,25,5.155484364694648e-07,0,LR
23,330,2,2,25,4.428721983371933e-07,0,LR
24,340,2,2,25,9.329290021807254e-07,0,LR
25,350,2,2,25,2.117450839868528e-07,0,LR
26,360,2,2,25,3.6963027931685836e-07,0,LR
27,370,2,2,25,5.63831784828413e-07,0,LR
28,380,2,2,25,3.125710679225529e-07,0,LR
29,390,2,2,25,4.0603053825614846e-07,0,LR
30,400,2,2,25,7.019994444927831e-07,0,LR
31,410,2,2,25,3.6387310911290234e-07,0,LR
32,420,2,2,25,3.4810601370597226e-07,0,LR
33,430,2,2,25,3.1586170590499924e-07,0,LR
34,440,2,2,25,2.844082044332141e-07,0,LR
35,450,2,2,25,4.799786639256969e-07,0,LR
36,460,2,2,25,3.747866188090258e-07,0,LR
37,470,2,2,25,4.6934536450208325e-07,0,LR
38,480,2,2,25,4.5329146667368175e-07,0,LR
39,490,2,2,25,7.371364872848017e-07,0,LR
40,500,2,2,25,4.6424598477206924e-07,0,LR
41,510,2,2,25,4.6730668355085576e-07,0,LR
42,520,2,2,25,6.160337793130691e-07,0,LR
43,530,2,2,25,2.9321710639820524e-07,0,LR
44,540,2,2,25,2.765457741392659e-07,0,LR
45,550,2,2,25,4.743857047082603e-07,0,LR
46,560,2,2,25,3.6803437439567294e-07,0,LR
47,570,2,2,25,3.587712241771656e-07,0,LR
48,580,2,2,25,2.7603841415410853e-07,0,LR
49,590,2,2,25,3.1879072889588357e-07,0,LR
50,600,2,2,25,6.354277786210599e-07,0,LR
51,610,2,2,25,3.2689070045148236e-07,0,LR
52,620,2,2,25,2.252370281730438e-07,0,LR
53,630,2,2,25,7.761840508961572e-07,0,LR
54,640,2,2,25,1.759709562947038e-07,0,LR
55,650,2,2,25,3.1862913233921284e-07,0,LR
56,660,2,2,25,4.54083462344342e-07,0,LR
57,670,2,2,25,9.200320974279341e-07,0,LR
58,680,2,2,25,4.486742089708012e-07,0,LR
59,690,2,2,25,2.3696663466118148e-07,0,LR
60,700,2,2,25,3.7330786235517063e-07,0,LR
61,710,2,2,25,4.0149257848596335e-07,0,LR
62,720,2,2,25,4.6385656655044633e-07,0,LR
63,730,2,2,25,5.150927894125404e-07,0,LR
64,740,2,2,25,5.395663371629727e-07,0,LR
65,750,2,2,25,4.221400511176388e-07,0,LR
66,760,2,2,25,3.2176177873223074e-07,0,LR
67,770,2,2,25,2.954368910230557e-07,0,LR
68,780,2,2,25,3.0924848947331155e-07,0,LR
69,790,2,2,25,3.2224793028329385e-07,0,LR
70,800,2,2,25,5.850535040384274e-07,0,LR
71,810,2,2,25,7.405944741342922e-07,0,LR
72,820,2,2,25,5.411777830131114e-07,0,LR
73,830,2,2,25,3.7871892740848065e-07,0,LR
74,840,2,2,25,3.026131880484703e-07,0,LR
75,850,2,2,25,7.783012375687892e-07,0,LR
76,860,2,2,25,2.896518460204119e-07,0,LR
77,870,2,2,25,2.195241153030315e-07,0,LR
78,880,2,2,25,3.8664190382486323e-07,0,LR
79,890,2,2,25,6.114723546369745e-07,0,LR
80,900,2,2,25,3.5584044296137133e-07,0,LR
81,910,2,2,25,3.730809101287886e-07,0,LR
82,920,2,2,25,9.798282989887078e-07,0,LR
83,930,2,2,25,4.820392496970871e-07,0,LR
84,940,2,2,25,2.4227689912761393e-07,0,LR
85,950,2,2,25,5.666784642875441e-07,0,LR
86,960,2,2,25,3.4281900460281983e-07,0,LR
87,970,2,2,25,3.690946506576378e-07,0,LR
88,980,2,2,25,4.886615358424347e-07,0,LR
89,990,2,2,25,8.304592689409932e-07,0,LR
90,1000,2,2,25,4.4937278574905283e-07,0,LR
0,100,2,2,25,0.003322046190831003,0,LR
1,110,2,2,25,0.002020534332203188,0,LR
2,120,2,2,25,0.0037801531503468817,0,LR
3,130,2,2,25,0.005513547652490692,0,LR
4,140,2,2,25,0.004002171670993926,0,LR
5,150,2,2,25,0.004279730758905134,0,LR
6,160,2,2,25,0.004589633507207993,0,LR
7,170,2,2,25,0.0020840368083720057,0,LR
8,180,2,2,25,0.005023075238693248,0,LR
9,190,2,2,25,0.0027049378370690453,0,LR
10,200,2,2,25,0.0020476590513714746,0,LR
11,210,2,2,25,0.003170323699289693,0,LR
12,220,2,2,25,0.0032172428647741606,0,LR
13,230,2,2,25,0.004661286589776684,0,LR
14,240,2,2,25,0.0034972242150059776,0,LR
15,250,2,2,25,0.0030993564584845786,0,LR
16,260,2,2,25,0.004478488763023895,0,LR
17,270,2,2,25,0.003187398954137695,0,LR
18,280,2,2,25,0.004959624780947285,0,LR
19,290,2,2,25,0.0055700377550286576,0,LR
20,300,2,2,25,0.0032922371258301223,0,LR
21,310,2,2,25,0.003275719752827266,0,LR
22,320,2,2,25,0.003703443386704001,0,LR
23,330,2,2,25,0.002966590772189836,0,LR
24,340,2,2,25,0.003494897534701778,0,LR
25,350,2,2,25,0.006538610166892278,0,LR
26,360,2,2,25,0.0048510321584360125,0,LR
27,370,2,2,25,0.004828777611640447,0,LR
28,380,2,2,25,0.00465766875044573,0,LR
29,390,2,2,25,0.006564512498900862,0,LR
30,400,2,2,25,0.0072670224634616715,0,LR
31,410,2,2,25,0.005446995697157493,0,LR
32,420,2,2,25,0.004318916649044919,0,LR
33,430,2,2,25,0.003323822682237702,0,LR
34,440,2,2,25,0.003503220677545217,0,LR
35,450,2,2,25,0.0029536660514996402,0,LR
36,460,2,2,25,0.004025827936490202,0,LR
37,470,2,2,25,0.004653645552061165,0,LR
38,480,2,2,25,0.004711102449874312,0,LR
39,490,2,2,25,0.0031609984404755423,0,LR
40,500,2,2,25,0.005283065830677882,0,LR
41,510,2,2,25,0.003961031996365767,0,LR
42,520,2,2,25,0.003680887691886327,0,LR
43,530,2,2,25,0.003463456545634371,0,LR
44,540,2,2,25,0.004493691469456506,0,LR
45,550,2,2,25,0.006048686457287286,0,LR
46,560,2,2,25,0.002687815672592486,0,LR
47,570,2,2,25,0.005069186353322223,0,LR
48,580,2,2,25,0.002637659647126139,0,LR
49,590,2,2,25,0.0037908927609144227,0,LR
50,600,2,2,25,0.003914245042371528,0,LR
51,610,2,2,25,0.002157028879916046,0,LR
52,620,2,2,25,0.003718645253403548,0,LR
53,630,2,2,25,0.005378361541436337,0,LR
54,640,2,2,25,0.005487565135047795,0,LR
55,650,2,2,25,0.0029870003435360946,0,LR
56,660,2,2,25,0.0023315626702879186,0,LR
57,670,2,2,25,0.0023801505363957596,0,LR
58,680,2,2,25,0.004177431672459773,0,LR
59,690,2,2,25,0.004236028741905128,0,LR
60,700,2,2,25,0.002494175705843789,0,LR
61,710,2,2,25,0.003871707839945161,0,LR
62,720,2,2,25,0.005284468996375378,0,LR
63,730,2,2,25,0.0029598434385098033,0,LR
64,740,2,2,25,0.003998295748874585,0,LR
65,750,2,2,25,0.003961747549422286,0,LR
66,760,2,2,25,0.004031865983346172,0,LR
67,770,2,2,25,0.0046842724510949875,0,LR
68,780,2,2,25,0.003325413866601142,0,LR
69,790,2,2,25,0.004910743707191588,0,LR
70,800,2,2,25,0.0033617311210485242,0,LR
71,810,2,2,25,0.00600846056199331,0,LR
72,820,2,2,25,0.004613651414644202,0,LR
73,830,2,2,25,0.004500741293464479,0,LR
74,840,2,2,25,0.0063227134444940845,0,LR
75,850,2,2,25,0.002900285868844298,0,LR
76,860,2,2,25,0.0050432592762424434,0,LR
77,870,2,2,25,0.004677225266453533,0,LR
78,880,2,2,25,0.004774610254612058,0,LR
79,890,2,2,25,0.004729260960183594,0,LR
80,900,2,2,25,0.004913204095077237,0,LR
81,910,2,2,25,0.0046907442169715746,0,LR
82,920,2,2,25,0.0037071923278903943,0,LR
83,930,2,2,25,0.002744673424931166,0,LR
84,940,2,2,25,0.004934646250635958,0,LR
85,950,2,2,25,0.00418807884253408,0,LR
86,960,2,2,25,0.003370722206711925,0,LR
87,970,2,2,25,0.0040092220216951194,0,LR
88,980,2,2,25,0.003316711085887323,0,LR
89,990,2,2,25,0.003769319368245302,0,LR
90,1000,2,2,25,0.004966808153656152,0,LR
0,100,2,2,25,1.821330077594705e-07,0,LR
1,110,2,2,25,2.698454272955602e-07,0,LR
2,120,2,2,25,3.1964190698040003e-07,0,LR
3,130,2,2,25,2.0498554534759323e-07,0,LR
4,140,2,2,25,2.481635173962834e-07,0,LR
5,150,2,2,25,1.4814197659005612e-07,0,LR
6,160,2,2,25,2.3668409790041917e-07,0,LR
7,170,2,2,25,1.3096149990969244e-07,0,LR
8,180,2,2,25,2.1510295014112137e-07,0,LR
9,190,2,2,25,1.510705694520041e-07,0,LR
10,200,2,2,25,1.7798325753702092e-07,0,LR
11,210,2,2,25,2.161240316289893e-07,0,LR
12,220,2,2,25,2.4589052751766217e-07,0,LR
13,230,2,2,25,2.784695888565763e-07,0,LR
14,240,2,2,25,1.3315075380337727e-07,0,LR
15,250,2,2,25,2.1631212443974894e-07,0,LR
16,260,2,2,25,2.2667328311415667e-07,0,LR
17,270,2,2,25,1.7972810663882367e-07,0,LR
18,280,2,2,25,1.8836909668852512e-07,0,LR
19,290,2,2,25,1.1636539047347078e-07,0,LR
20,300,2,2,25,1.548287422523123e-07,0,LR
21,310,2,2,25,1.354192088026821e-07,0,LR
22,320,2,2,25,2.7897752131749885e-07,0,LR
23,330,2,2,25,1.5390542524442296e-07,0,LR
24,340,2,2,25,1.2848947352571142e-07,0,LR
25,350,2,2,25,1.7510021880177814e-07,0,LR
26,360,2,2,25,2.977333748365239e-07,0,LR
27,370,2,2,25,2.9981164643666436e-07,0,LR
28,380,2,2,25,1.753191100806971e-07,0,LR
29,390,2,2,25,2.7804740930481587e-07,0,LR
30,400,2,2,25,1.4067792322570738e-07,0,LR
31,410,2,2,25,2.722628705269873e-07,0,LR
32,420,2,2,25,1.9255658861685088e-07,0,LR
33,430,2,2,25,2.752155979618597e-07,0,LR
34,440,2,2,25,1.4342732740364344e-07,0,LR
35,450,2,2,25,1.9674668908078504e-07,0,LR
36,460,2,2,25,2.758687035072519e-07,0,LR
37,470,2,2,25,2.7224012173235895e-07,0,LR
38,480,2,2,25,2.1240686586869112e-07,0,LR
39,490,2,2,25,2.3294470664200758e-07,0,LR
40,500,2,2,25,2.606146395592824e-07,0,LR
41,510,2,2,25,3.61333746479159e-07,0,LR
42,520,2,2,25,2.447213137044166e-07,0,LR
43,530,2,2,25,2.669704495765399e-07,0,LR
44,540,2,2,25,2.7881342285306617e-07,0,LR
45,550,2,2,25,3.5158532120203097e-07,0,LR
46,560,2,2,25,2.707653658393589e-07,0,LR
47,570,2,2,25,2.76633485596849e-07,0,LR
48,580,2,2,25,1.9742566233884516e-07,0,LR
49,590,2,2,25,3.388377775140572e-07,0,LR
50,600,2,2,25,2.3706172687790298e-07,0,LR
51,610,2,2,25,2.1667367903396435e-07,0,LR
52,620,2,2,25,2.9999534760230437e-07,0,LR
53,630,2,2,25,3.3998585411132333e-07,0,LR
54,640,2,2,25,2.3133460164966843e-07,0,LR
55,650,2,2,25,2.4081012569536495e-07,0,LR
56,660,2,2,25,1.867204842119511e-07,0,LR
57,670,2,2,25,2.681412067485523e-07,0,LR
58,680,2,2,25,2.3703221264470693e-07,0,LR
59,690,2,2,25,2.5086077317215194e-07,0,LR
60,700,2,2,25,3.119058933207014e-07,0,LR
61,710,2,2,25,2.1934126698771105e-07,0,LR
62,720,2,2,25,2.865318185832061e-07,0,LR
63,730,2,2,25,1.9032507914039947e-07,0,LR
64,740,2,2,25,3.1895635835925766e-07,0,LR
65,750,2,2,25,1.6313361791979752e-07,0,LR
66,760,2,2,25,2.534915196716958e-07,0,LR
67,770,2,2,25,1.8193845887863643e-07,0,LR
68,780,2,2,25,1.7333927796090084e-07,0,LR
69,790,2,2,25,1.840924219293127e-07,0,LR
70,800,2,2,25,1.466105310509079e-07,0,LR
71,810,2,2,25,1.8359794064569816e-07,0,LR
72,820,2,2,25,3.268138473084504e-07,0,LR
73,830,2,2,25,2.949897563531952e-07,0,LR
74,840,2,2,25,2.56102849615672e-07,0,LR
75,850,2,2,25,1.694555286983247e-07,0,LR
76,860,2,2,25,1.5871328433127162e-07,0,LR
77,870,2,2,25,2.7183934259100107e-07,0,LR
78,880,2,2,25,1.3614839029165054e-07,0,LR
79,890,2,2,25,2.0713667411331003e-07,0,LR
80,900,2,2,25,2.6012864915014195e-07,0,LR
81,910,2,2,25,2.3049331047087362e-07,0,LR
82,920,2,2,25,2.2605583506186788e-07,0,LR
83,930,2,2,25,1.6362531677984457e-07,0,LR
84,940,2,2,25,1.679933558747351e-07,0,LR
85,950,2,2,25,2.9020290170477814e-07,0,LR
86,960,2,2,25,1.4693905141462283e-07,0,LR
87,970,2,2,25,3.715561622534971e-07,0,LR
88,980,2,2,25,2.579310617004038e-07,0,LR
89,990,2,2,25,1.7305761661287084e-07,0,LR
90,1000,2,2,25,1.765261623313571e-07,0,LR
0,100,2,2,25,1.5386820151542562e-06,0,LR
1,110,2,2,25,1.475593650524494e-06,0,LR
2,120,2,2,25,1.526234405771741e-06,0,LR
3,130,2,2,25,1.5564599886621531e-06,0,LR
4,140,2,2,25,1.5442959225265883e-06,0,LR
5,150,2,2,25,1.4963292327979776e-06,0,LR
6,160,2,2,25,1.4462398825738045e-06,0,LR
7,170,2,2,25,1.3723384480622462e-06,0,LR
8,180,2,2,25,9.94173660432784e-07,0,LR
9,190,2,2,25,1.1213176000838542e-06,0,LR
10,200,2,2,25,1.3243953708362285e-06,0,LR
11,210,2,2,25,1.34959022306018e-06,0,LR
12,220,2,2,25,1.8590028247023913e-06,0,LR
13,230,2,2,25,1.3623386110761263e-06,0,LR
14,240,2,2,25,1.3725553897291703e-06,0,LR
15,250,2,2,25,2.025850784038724e-06,0,LR
16,260,2,2,25,1.5534012120605954e-06,0,LR
17,270,2,2,25,1.1779863990922642e-06,0,LR
18,280,2,2,25,1.919385718031869e-06,0,LR
19,290,2,2,25,1.623163096199708e-06,0,LR
20,300,2,2,25,1.03422207025222e-06,0,LR
21,310,2,2,25,1.7525426443036199e-06,0,LR
22,320,2,2,25,1.4939845881790907e-06,0,LR
23,330,2,2,25,1.574382383347344e-06,0,LR
24,340,2,2,25,1.7135042049074368e-06,0,LR
25,350,2,2,25,1.318133294230449e-06,0,LR
26,360,2,2,25,1.0848808118161566e-06,0,LR
27,370,2,2,25,1.902654471881676e-06,0,LR
28,380,2,2,25,1.4072573368554536e-06,0,LR
29,390,2,2,25,1.3581922111466273e-06,0,LR
30,400,2,2,25,1.2267955417297541e-06,0,LR
31,410,2,2,25,1.416218837796283e-06,0,LR
32,420,2,2,25,7.316894909193948e-07,0,LR
33,430,2,2,25,9.474348473393447e-07,0,LR
34,440,2,2,25,1.021356616926622e-06,0,LR
35,450,2,2,25,1.4249007721007132e-06,0,LR
36,460,2,2,25,1.1521227449175934e-06,0,LR
37,470,2,2,25,1.4387292515288495e-06,0,LR
38,480,2,2,25,2.1001945161983724e-06,0,LR
39,490,2,2,25,1.647177615885814e-06,0,LR
40,500,2,2,25,1.5795029305175783e-06,0,LR
41,510,2,2,25,1.6678534627518062e-06,0,LR
42,520,2,2,25,1.6047692916728495e-06,0,LR
43,530,2,2,25,1.90458718042941e-06,0,LR
44,540,2,2,25,1.0525386931523727e-06,0,LR
45,550,2,2,25,1.4473489568853144e-06,0,LR
46,560,2,2,25,1.661057804145594e-06,0,LR
47,570,2,2,25,9.267161981146765e-07,0,LR
48,580,2,2,25,1.5513444008997146e-06,0,LR
49,590,2,2,25,9.908710627223012e-07,0,LR
50,600,2,2,25,1.2116112360542748e-06,0,LR
51,610,2,2,25,1.3175591861102471e-06,0,LR
52,620,2,2,25,1.5785243796955238e-06,0,LR
53,630,2,2,25,1.5315184490544324e-06,0,LR
54,640,2,2,25,1.4876476522421627e-06,0,LR
55,650,2,2,25,1.1693775486779201e-06,0,LR
56,660,2,2,25,1.2298263273728776e-06,0,LR
57,670,2,2,25,1.9433972546297104e-06,0,LR
58,680,2,2,25,1.8110408220069384e-06,0,LR
59,690,2,2,25,1.8311049347946514e-06,0,LR
60,700,2,2,25,1.1615505158126038e-06,0,LR
61,710,2,2,25,1.3360235591472578e-06,0,LR
62,720,2,2,25,1.9994336311923608e-06,0,LR
63,730,2,2,25,1.555950722954977e-06,0,LR
64,740,2,2,25,1.6222603184288517e-06,0,LR
65,750,2,2,25,2.023327483314006e-06,0,LR
66,760,2,2,25,1.4910981570720668e-06,0,LR
67,770,2,2,25,1.4794964305541041e-06,0,LR
68,780,2,2,25,9.90207031342096e-07,0,LR
69,790,2,2,25,1.2648942950508054e-06,0,LR
70,800,2,2,25,1.3901857599858222e-06,0,LR
71,810,2,2,25,1.6589390660034823e-06,0,LR
72,820,2,2,25,1.5473468103759365e-06,0,LR
73,830,2,2,25,1.25571690151804e-06,0,LR
74,840,2,2,25,1.0172485676901625e-06,0,LR
75,850,2,2,25,1.2036343848143686e-06,0,LR
76,860,2,2,25,1.4242882888920622e-06,0,LR
77,870,2,2,25,1.3286337789961512e-06,0,LR
78,880,2,2,25,1.7598991810037769e-06,0,LR
79,890,2,2,25,1.3119190990469451e-06,0,LR
80,900,2,2,25,1.7941485509742624e-06,0,LR
81,910,2,2,25,1.2574666982621427e-06,0,LR
82,920,2,2,25,1.5433824486002115e-06,0,LR
83,930,2,2,25,1.594158714698772e-06,0,LR
84,940,2,2,25,1.6048741466162253e-06,0,LR
85,950,2,2,25,1.5980554400379733e-06,0,LR
86,960,2,2,25,1.4487316245291893e-06,0,LR
87,970,2,2,25,1.5914337489059347e-06,0,LR
88,980,2,2,25,1.3313055386708753e-06,0,LR
